tips,trip_start_timestamp,trip_seconds,trip_miles,pickup_community_area,pickup_centroid_latitude,pickup_centroid_longitude,dropoff_community_area,fare,tolls,extras,trip_total
3,2023-01-31T18:45:00.000,536,1.94,32,41.884987192,-87.620992913,33,8.5,0,0,12
0,2023-01-31T18:45:00.000,3,0,8,41.892042136,-87.63186395,8,3.25,0,0,3.25
0.05,2023-01-31T18:45:00.000,1431,13.95,41,41.794090253,-87.592310855,3,35.5,0,0,35.55
5.5,2023-01-31T18:45:00.000,2797,17.96,76,41.97907082,-87.903039661,8,45.25,0,4.5,55.75
0,2023-01-31T18:45:00.000,8,0,8,41.899602111,-87.633308037,,10,0,0,10
0,2023-01-31T18:45:00.000,1980,1.4,76,41.97907082,-87.903039661,,58.75,0,11,69.75
9.3,2023-01-31T18:45:00.000,2100,1.1,32,41.880994471,-87.632746489,76,45,0,1,55.3
2.55,2023-01-31T18:45:00.000,1260,2.5,32,41.878865584,-87.625192142,8,12.25,0,0,14.8
0,2023-01-31T18:45:00.000,2340,0.6,33,41.857183858,-87.620334624,68,31.25,0,0,31.25
1.23,2023-01-31T18:45:00.000,311,0.71,8,41.899155613,-87.626210532,8,10,0,0,11.23
10.44,2023-01-31T18:45:00.000,2181,14.51,76,41.980264315,-87.913624596,22,36.75,0,4.5,52.19
0,2023-01-31T18:45:00.000,1920,0.5,2,42.001571027,-87.695012589,10,25,0,0,25
0,2023-01-31T18:45:00.000,331,1.04,32,41.884987192,-87.620992913,28,6.25,0,0,6.25
12.31,2023-01-31T18:45:00.000,2279,17.58,76,41.97907082,-87.903039661,8,43.75,0,5,61.56
0,2023-01-31T18:45:00.000,913,5.66,7,41.922686284,-87.649488729,3,17,0,0,17
4,2023-01-31T18:45:00.000,660,1.5,8,41.892507781,-87.626214906,32,8.25,0,0,12.25
0,2023-01-31T18:45:00.000,1185,8.75,76,41.980264315,-87.913624596,15,24.25,0,4,28.25
1.47,2023-01-31T18:45:00.000,464,1.41,32,41.884987192,-87.620992913,28,10,0,0,11.47
10,2023-01-31T18:45:00.000,3660,0.9,76,41.980264315,-87.913624596,7,42,0,7.5,59.5
0,2023-01-31T18:45:00.000,315,0.6,32,41.884987192,-87.620992913,32,5.5,0,0,5.5
5.31,2023-01-31T18:45:00.000,959,7.28,32,41.878865584,-87.625192142,41,20.75,0,0,26.06
0,2023-01-31T18:45:00.000,1013,10.95,28,41.874005383,-87.66351755,12,29.25,0,0,29.25
0,2023-01-31T18:45:00.000,2460,10.4,59,41.829922304,-87.672502646,6,30.75,0,0,30.75
8,2023-01-31T18:45:00.000,1260,12.1,,,,32,31.25,0,5,44.25
1.65,2023-01-31T18:45:00.000,438,1.16,32,41.880994471,-87.632746489,8,6.75,0,1,9.9
0,2023-01-31T18:45:00.000,370,2.64,33,41.857183858,-87.620334624,35,34.45,0,0,34.45
6.9,2023-01-31T18:45:00.000,1680,0,56,41.785998518,-87.750934289,8,30,0,4,40.9
2.55,2023-01-31T18:45:00.000,831,3.3,28,41.885300022,-87.642808466,8,12.25,0,0,15.3
2,2023-01-31T18:45:00.000,480,0.5,33,41.857183858,-87.620334624,28,6.5,0,1,9.5
0,2023-01-31T18:45:00.000,540,0,32,41.880994471,-87.632746489,28,7,0,0,7
3,2023-01-31T18:45:00.000,726,2.57,32,41.878865584,-87.625192142,7,10,0,0,13.5
0,2023-01-31T18:45:00.000,1800,0.5,56,41.79259236,-87.769615453,,25.5,0,0,25.5
2.66,2023-01-31T18:45:00.000,813,2.69,32,41.870607372,-87.622172937,8,10.4,0,0,13.06
0,2023-01-31T18:45:00.000,383,0.62,8,41.89503345,-87.619710672,8,5.75,0,0,5.75
0,2023-01-31T18:45:00.000,480,0.7,8,41.89503345,-87.619710672,8,6,0,0,6
0,2023-01-31T18:45:00.000,488,1.39,8,41.892042136,-87.63186395,8,7.25,0,0,7.25
2,2023-01-31T18:45:00.000,374,1.19,32,41.880994471,-87.632746489,8,6.75,0,0,9.25
2,2023-01-31T18:45:00.000,198,0.52,8,41.899602111,-87.633308037,32,4.5,0,0,7
5,2023-01-31T18:45:00.000,60,0,8,41.892042136,-87.63186395,8,10,0,0,15
2.45,2023-01-31T18:45:00.000,357,0.99,7,41.922686284,-87.649488729,7,10,0,0,12.45
0,2023-01-31T18:45:00.000,780,6.2,28,41.874005383,-87.66351755,61,24.5,0,0,24.5
12.56,2023-01-31T18:45:00.000,2406,17.84,76,41.97907082,-87.903039661,32,44.75,0,5,62.81
2.46,2023-01-31T18:45:00.000,552,1.77,32,41.878865584,-87.625192142,8,10,0,0,12.46
0,2023-01-31T18:45:00.000,1080,0.3,8,41.899602111,-87.633308037,28,16.25,0,0,16.25
2.92,2023-01-31T18:45:00.000,1261,6.05,28,41.885300022,-87.642808466,7,19,0,0,22.42
0,2023-01-31T18:45:00.000,61,0,8,41.892507781,-87.626214906,32,3.25,0,0,3.25
0,2023-01-31T18:45:00.000,60,0.1,28,41.885300022,-87.642808466,28,3.5,0,0,3.5
10.05,2023-01-31T18:45:00.000,2544,18.5,76,41.97907082,-87.903039661,8,45.75,0,4,60.3
9.2,2023-01-31T18:45:00.000,3300,0,76,41.980264315,-87.913624596,7,40.5,0,5,54.7
2.2,2023-01-31T18:45:00.000,660,0.1,32,41.880994471,-87.632746489,33,9.5,0,1,12.7
0,2023-01-31T18:45:00.000,1837,10.15,40,41.792357223,-87.61793138,40,29.5,0,0,29.5
2.1,2023-01-31T18:45:00.000,684,4.17,32,41.878865584,-87.625192142,22,13.5,0,0,16.1
2,2023-01-31T18:45:00.000,530,1.25,8,41.899602111,-87.633308037,8,10,0,0,12
0,2023-01-31T18:45:00.000,540,0,32,41.884987192,-87.620992913,8,6.75,0,1,7.75
0,2023-01-31T18:45:00.000,2926,17.87,76,41.980264315,-87.913624596,32,45.75,0,5,50.75
1,2023-01-31T18:45:00.000,794,0,7,41.922686284,-87.649488729,6,10,0,0,11
2.65,2023-01-31T18:45:00.000,780,1.9,32,41.880994471,-87.632746489,8,9.25,0,0,11.9
2.45,2023-01-31T18:45:00.000,486,1.55,32,41.870607372,-87.622172937,33,10,0,0,12.45
0,2023-01-31T18:45:00.000,2664,9.86,38,41.812948939,-87.617859676,49,30,0,0,30
3,2023-01-31T18:45:00.000,643,2.14,28,41.874005383,-87.66351755,24,9,0,0,12.5
3.1,2023-01-31T18:45:00.000,780,0.1,28,41.879255084,-87.642648998,8,10,0,0,13.1
1.38,2023-01-31T18:45:00.000,793,0,7,41.922686284,-87.649488729,28,10.82,0,0,12.2
0,2023-01-31T18:45:00.000,780,0.1,8,41.898331794,-87.620762865,8,8.25,0,0,8.25
7.4,2023-01-31T18:45:00.000,960,9.5,56,41.785998518,-87.750934289,33,25.25,0,4,36.65
0,2023-01-31T18:45:00.000,0,0,8,41.892042136,-87.63186395,8,3.25,0,0,3.25
0,2023-01-31T18:45:00.000,1969,11.79,76,41.980264315,-87.913624596,,32.25,0,20,52.25
12,2023-01-31T18:45:00.000,1317,14.09,76,41.980264315,-87.913624596,,36,0,23.5,72
2,2023-01-31T18:45:00.000,283,0.89,32,41.878865584,-87.625192142,32,10,0,0,12
2.45,2023-01-31T18:45:00.000,529,1.4,8,41.89321636,-87.63784421,28,10,0,0,12.45
7.06,2023-01-31T18:45:00.000,916,10.83,49,41.706587882,-87.623366512,73,27.75,0,0,34.81
0.68,2023-01-31T18:45:00.000,739,2.81,32,41.878865584,-87.625192142,7,10.68,0,0,11.36
5,2023-01-31T18:45:00.000,3120,15.7,76,41.980264315,-87.913624596,7,40.5,0,4,49.5
3,2023-01-31T18:45:00.000,670,2.02,28,41.885300022,-87.642808466,8,9.25,0,0,12.75
2.45,2023-01-31T18:45:00.000,233,0.78,8,41.89321636,-87.63784421,8,10,0,0,12.45
2.45,2023-01-31T18:45:00.000,203,0.36,32,41.880994471,-87.632746489,32,10,0,0,12.45
0,2023-01-31T18:45:00.000,2816,22.47,76,41.980264315,-87.913624596,38,54.75,0,4,58.75
2.53,2023-01-31T18:45:00.000,595,2.48,8,41.899602111,-87.633308037,7,10,0,0,12.53
3,2023-01-31T18:45:00.000,546,1.57,32,41.878865584,-87.625192142,24,8,0,0,11.5
0,2023-01-31T18:45:00.000,5,0,41,41.794090253,-87.592310855,41,3.25,0,0,3.25
1.84,2023-01-31T18:45:00.000,466,0,8,41.892507781,-87.626214906,,10,0,0,11.84
2,2023-01-31T18:45:00.000,420,0.7,32,41.884987192,-87.620992913,8,6,0,1.5,9.5
2.25,2023-01-31T18:45:00.000,908,3.86,32,41.878865584,-87.625192142,24,11.72,0,0,13.97
3.19,2023-01-31T18:45:00.000,1243,7.36,32,41.878865584,-87.625192142,6,20.75,0,0,24.44
2.45,2023-01-31T18:45:00.000,223,0.48,32,41.880994471,-87.632746489,32,10,0,0,12.45
2.45,2023-01-31T18:45:00.000,258,0,8,41.892507781,-87.626214906,8,10,0,0,12.45
4.5,2023-01-31T18:45:00.000,2708,23,76,41.980264315,-87.913624596,36,55.5,0,4,64.5
0,2023-01-31T18:45:00.000,720,1.5,28,41.874005383,-87.66351755,32,8.5,0,0,8.5
0,2023-01-31T18:45:00.000,434,1.52,56,41.79259236,-87.769615453,56,7.25,0,5,12.25
3,2023-01-31T18:45:00.000,660,1.9,8,41.899155613,-87.626210532,28,9.25,0,0,12.25
1.26,2023-01-31T18:45:00.000,517,2.86,8,41.89321636,-87.63784421,28,10,0,0,11.26
2,2023-01-31T18:45:00.000,360,0.5,8,41.89503345,-87.619710672,8,5.25,0,0,7.25
0,2023-01-31T18:45:00.000,196,0.31,8,41.899155613,-87.626210532,8,4.5,0,0,4.5
2.44,2023-01-31T18:45:00.000,667,3.31,8,41.892042136,-87.63186395,24,12.71,0,0,15.15
1.89,2023-01-31T18:45:00.000,541,2.15,32,41.884987192,-87.620992913,8,10,0,0,11.89
3.25,2023-01-31T18:45:00.000,833,5.14,6,41.944226601,-87.655998182,32,15.75,0,0,19
3,2023-01-31T18:45:00.000,1504,4.84,6,41.944226601,-87.655998182,24,15.68,0,0,18.68
1.52,2023-01-31T18:45:00.000,420,0.9,32,41.878865584,-87.625192142,8,6.25,0,0,7.77
0.95,2023-01-31T18:45:00.000,319,0.78,8,41.892507781,-87.626214906,8,5.75,0,0,7.2
0,2023-01-31T18:45:00.000,540,1.91,8,41.899602111,-87.633308037,8,8.5,0,0,8.5
0,2023-01-31T18:45:00.000,828,5.15,6,41.944226601,-87.655998182,32,15.75,0,0,15.75
0,2023-01-31T18:45:00.000,1429,11.34,8,41.899602111,-87.633308037,30,29.75,0,0,29.75
0.98,2023-01-31T18:45:00.000,300,1.2,8,41.899602111,-87.633308037,7,6.5,0,0,7.48
10,2023-01-31T18:45:00.000,2368,24.97,76,41.97907082,-87.903039661,32,59.75,0,4,74.25
4.92,2023-01-31T18:45:00.000,794,0,8,41.899602111,-87.633308037,3,19.27,0,0,24.19
5.44,2023-01-31T18:45:00.000,1188,6.99,28,41.874005383,-87.66351755,16,20.25,0,1,27.19
9.75,2023-01-31T18:45:00.000,2435,17.88,76,41.97907082,-87.903039661,32,44.25,0,4,58.5
2.45,2023-01-31T18:45:00.000,484,1.38,32,41.878865584,-87.625192142,8,10,0,0,12.45
0,2023-01-31T18:45:00.000,794,3.04,8,41.899602111,-87.633308037,24,11.25,0,0,11.75
8.35,2023-01-31T18:45:00.000,2075,13.86,76,41.980264315,-87.913624596,5,36.25,0,5,50.1
9.5,2023-01-31T18:45:00.000,3480,1,76,41.97907082,-87.903039661,28,43,0,4,56.5
0,2023-01-31T18:45:00.000,1913,10.14,28,41.874005383,-87.66351755,4,28.75,0,0,28.75
0,2023-01-31T18:45:00.000,759,2.11,8,41.892507781,-87.626214906,32,9.75,0,0,9.75
3,2023-01-31T18:45:00.000,0,0,28,41.874005383,-87.66351755,,3.25,0,0,6.25
0,2023-01-31T18:45:00.000,837,5.54,28,41.874005383,-87.66351755,59,17,0,0,17
2,2023-01-31T18:45:00.000,183,0.54,32,41.880994471,-87.632746489,32,4.75,0,0,7.25
8.3,2023-01-31T18:45:00.000,2134,14.33,76,41.980264315,-87.913624596,24,37,0,4,49.8
0,2023-01-31T18:45:00.000,1560,11.9,46,41.741242728,-87.551428197,32,31,0,0,31
1.24,2023-01-31T18:45:00.000,327,0,32,41.884987192,-87.620992913,32,10,0,0,11.24
0,2023-01-31T18:45:00.000,1260,2.9,32,41.878865584,-87.625192142,7,13,0,0,13
2.77,2023-01-31T18:45:00.000,755,3.89,32,41.878865584,-87.625192142,7,10.84,0,0,13.61
3.06,2023-01-31T18:45:00.000,195,0,8,41.899155613,-87.626210532,8,10,0,0,13.06
0,2023-01-31T18:45:00.000,300,0.7,8,41.899602111,-87.633308037,8,5.25,0,0,5.25
0,2023-01-31T18:45:00.000,2864,8.04,2,42.001571027,-87.695012589,7,30.5,0,0,30.5
2,2023-01-31T18:45:00.000,391,1.17,28,41.879255084,-87.642648998,8,6.75,0,0,9.25
1.16,2023-01-31T18:45:00.000,449,1.43,32,41.884987192,-87.620992913,8,7.25,0,0,8.91
7.5,2023-01-31T18:45:00.000,1440,0,56,41.785998518,-87.750934289,32,32,0,5,44.5
0,2023-01-31T18:45:00.000,219,0.69,32,41.884987192,-87.620992913,32,5,0,0,5
8.25,2023-01-31T18:45:00.000,2087,13.57,,,,6,35.25,0,4.5,48.5
2.5,2023-01-31T18:45:00.000,783,3.04,24,41.901206994,-87.676355989,27,10,0,0,12.5
0,2023-01-31T18:45:00.000,500,1.03,6,41.944226601,-87.655998182,7,6.75,0,0,7.25
9.9,2023-01-31T18:45:00.000,2507,18.16,76,41.97907082,-87.903039661,8,45,0,4,59.4
1.96,2023-01-31T18:45:00.000,666,1.74,32,41.884987192,-87.620992913,28,10,0,0,11.96
13.12,2023-01-31T18:45:00.000,1421,11.85,76,41.980264315,-87.913624596,,31,0,21,65.62
0,2023-01-31T18:45:00.000,402,0.89,32,41.880994471,-87.632746489,28,6,0,0,6
0,2023-01-31T18:45:00.000,1620,0,28,41.874005383,-87.66351755,36,22.25,0,0,22.25
0,2023-01-31T18:45:00.000,1764,14.81,2,42.001571027,-87.695012589,39,49.17,0,0,49.17
3.5,2023-01-31T18:45:00.000,1740,7.4,32,41.878865584,-87.625192142,3,23,0,0,26.5
0,2023-01-31T18:45:00.000,1345,18.19,68,41.777196255,-87.642497527,,44,0,0,44
3.77,2023-01-31T18:45:00.000,891,5.26,32,41.878865584,-87.625192142,5,14.75,0,0,18.52
3.7,2023-01-31T18:45:00.000,582,4.63,76,41.980264315,-87.913624596,,14,0,4,22.2
20.9,2023-01-31T18:45:00.000,2340,31.3,76,41.980264315,-87.913624596,56,74.75,0,8.5,104.15
2.51,2023-01-31T18:45:00.000,779,2.4,8,41.899602111,-87.633308037,32,10,0,0,12.51
0,2023-01-31T18:45:00.000,586,1.88,32,41.884987192,-87.620992913,28,10,0,0,10
0,2023-01-31T18:45:00.000,1852,9.42,22,41.92276062,-87.699155343,37,28.75,0,0,28.75
2,2023-01-31T18:45:00.000,336,1.01,32,41.880994471,-87.632746489,28,6,0,0,8.5
3,2023-01-31T18:45:00.000,1140,2,32,41.880994471,-87.632746489,8,11.5,0,0,14.5
1.84,2023-01-31T18:45:00.000,487,1.12,8,41.89321636,-87.63784421,8,10,0,0,11.84
0,2023-01-31T18:45:00.000,1500,0.7,69,41.763246799,-87.616134111,8,30.75,0,0,30.75
4.2,2023-01-31T18:45:00.000,1318,6.78,32,41.878865584,-87.625192142,6,20.5,0,0,25.2
0,2023-01-31T18:45:00.000,1380,0.3,39,41.808916283,-87.596183344,67,18.75,0,0,18.75
0,2023-01-31T18:45:00.000,148,0.51,32,41.880994471,-87.632746489,28,4.5,0,0,4.5
2.66,2023-01-31T18:45:00.000,752,4.15,76,41.980264315,-87.913624596,,13.25,0,4,20.41
2.4,2023-01-31T18:45:00.000,1020,0.1,8,41.899602111,-87.633308037,28,11.5,0,0,13.9
2.55,2023-01-31T18:45:00.000,895,0,8,41.899602111,-87.633308037,6,10,0,0,12.55
2.48,2023-01-31T18:45:00.000,486,0,32,41.880994471,-87.632746489,8,10,0,0,12.48
0,2023-01-31T18:45:00.000,555,1.9,28,41.885300022,-87.642808466,8,8.75,0,0,8.75
11.19,2023-01-31T18:45:00.000,2285,15.96,76,41.97907082,-87.903039661,28,40.25,0,4,55.94
0,2023-01-31T18:45:00.000,477,1.91,77,41.9867118,-87.663416405,1,8,0,0,8
9.62,2023-01-31T18:45:00.000,1972,12.85,,,,3,34,0,4,48.12
2,2023-01-31T18:45:00.000,569,1.44,8,41.890922026,-87.618868355,8,7.75,0,0,10.25
15,2023-01-31T18:45:00.000,729,6.5,3,41.96581197,-87.655878786,8,18.5,0,0,34
0,2023-01-31T18:45:00.000,116,0.38,,,,,4.25,0,0,4.25
0,2023-01-31T18:30:00.000,18,0.24,44,41.740205756,-87.615969523,44,3.75,0,0,3.75
8.69,2023-01-31T18:30:00.000,1721,11.61,,,,21,30.25,0,4,43.44
3,2023-01-31T18:30:00.000,1741,9.91,,,,25,28,0,4,35.5
0,2023-01-31T18:30:00.000,480,1.5,,,,,7.5,0,0,7.5
0,2023-01-31T18:30:00.000,1520,0,28,41.874005383,-87.66351755,7,11.35,0,0,11.35
0,2023-01-31T18:30:00.000,0,0,38,41.812948939,-87.617859676,38,3.25,0,0,3.25
2,2023-01-31T18:30:00.000,200,0.78,32,41.880994471,-87.632746489,28,5.25,0,0,7.75
0,2023-01-31T18:30:00.000,1904,17.77,30,41.839086906,-87.714003807,53,42.02,0,0,42.02
2,2023-01-31T18:30:00.000,442,0,8,41.890922026,-87.618868355,28,10,0,0,12
2.2,2023-01-31T18:30:00.000,780,2.5,32,41.880994471,-87.632746489,33,10.5,0,0,12.7
0,2023-01-31T18:30:00.000,1363,9.4,8,41.89503345,-87.619710672,4,26.5,0,1,27.5
2,2023-01-31T18:30:00.000,1140,2.5,32,41.880994471,-87.632746489,8,12,0,1,15
4,2023-01-31T18:30:00.000,1080,0.4,8,41.899602111,-87.633308037,3,19.5,0,0,23.5
4.39,2023-01-31T18:30:00.000,432,0.55,6,41.944226601,-87.655998182,6,17.17,0,0,21.56
0,2023-01-31T18:30:00.000,1100,12.87,28,41.874005383,-87.66351755,,32.5,0,0,32.5
2.52,2023-01-31T18:30:00.000,625,0,8,41.892042136,-87.63186395,6,13.16,0,0,15.68
2.24,2023-01-31T18:30:00.000,836,2.13,8,41.899602111,-87.633308037,24,10,0,0,12.24
0,2023-01-31T18:30:00.000,804,2.98,8,41.899602111,-87.633308037,24,11.5,0,0,11.5
1.28,2023-01-31T18:30:00.000,775,2.65,28,41.879255084,-87.642648998,8,10,0,0,11.28
2.56,2023-01-31T18:30:00.000,1527,13.21,7,41.922686284,-87.649488729,68,33.4,0,0,35.96
2.45,2023-01-31T18:30:00.000,517,1.34,32,41.880994471,-87.632746489,8,10,0,0,12.45
0,2023-01-31T18:30:00.000,1800,0.6,28,41.874005383,-87.66351755,44,27,0,0,27
0,2023-01-31T18:30:00.000,761,2.74,32,41.878865584,-87.625192142,24,10.5,0,0,10.5
3.3,2023-01-31T18:30:00.000,840,2.43,28,41.88528132,-87.6572332,8,10.32,0,0,13.62
1.84,2023-01-31T18:30:00.000,447,1.4,6,41.944226601,-87.655998182,6,10,0,0,11.84
0,2023-01-31T18:30:00.000,1740,9.4,8,41.899602111,-87.633308037,68,25.75,0,0,25.75
0,2023-01-31T18:30:00.000,1620,7.8,32,41.878865584,-87.625192142,42,23.25,0,0,23.25
8.25,2023-01-31T18:30:00.000,2313,14.35,76,41.97907082,-87.903039661,24,36.75,0,4,49.5
2.5,2023-01-31T18:30:00.000,674,0,8,41.899602111,-87.633308037,7,10,0,0,12.5
3,2023-01-31T18:30:00.000,740,2.64,32,41.878865584,-87.625192142,24,10.5,0,0,14
0,2023-01-31T18:30:00.000,591,1.31,32,41.884987192,-87.620992913,8,10,0,0,10
1.84,2023-01-31T18:30:00.000,453,0.78,8,41.892072635,-87.628874157,8,10,0,0,11.84
12.8,2023-01-31T18:30:00.000,2940,24,76,41.980264315,-87.913624596,39,58,0,6,76.8
1,2023-01-31T18:30:00.000,420,0,32,41.880994471,-87.632746489,28,5.75,0,0,6.75
1.84,2023-01-31T18:30:00.000,336,0,32,41.880994471,-87.632746489,28,10,0,0,11.84
0,2023-01-31T18:30:00.000,439,0.79,32,41.878865584,-87.625192142,24,6.25,0,1,7.75
0,2023-01-31T18:30:00.000,1380,7.6,41,41.794090253,-87.592310855,8,22,0,0,22
0,2023-01-31T18:30:00.000,1887,11.58,32,41.878865584,-87.625192142,66,31.5,0,0,31.5
0,2023-01-31T18:30:00.000,558,2.12,28,41.885300022,-87.642808466,32,9,0,0,9
2.5,2023-01-31T18:30:00.000,731,2.28,32,41.87101588,-87.631406525,8,10,0,0,12.5
0,2023-01-31T18:30:00.000,1,0.01,8,41.90749193,-87.63576009,8,3.25,0,0,3.25
9.62,2023-01-31T18:30:00.000,2114,13.03,,,,5,34,0,4,48.12
0.94,2023-01-31T18:30:00.000,1211,5.12,8,41.899602111,-87.633308037,22,14.69,0,0,15.63
2,2023-01-31T18:30:00.000,1093,0,8,41.899602111,-87.633308037,8,10,0,0,12
0,2023-01-31T18:30:00.000,1887,11.29,33,41.857183858,-87.620334624,25,31.25,0,0,31.25
1.5,2023-01-31T18:30:00.000,480,0.7,8,41.89503345,-87.619710672,8,6,0,0,7.5
0,2023-01-31T18:30:00.000,218,0.72,28,41.879255084,-87.642648998,32,5.25,0,0,5.25
3.9,2023-01-31T18:30:00.000,1063,6.49,32,41.878865584,-87.625192142,6,19,0,0,23.4
0,2023-01-31T18:30:00.000,3577,4.88,51,41.690633347,-87.570058269,,29,0,0,29
1.84,2023-01-31T18:30:00.000,392,0.87,8,41.892507781,-87.626214906,8,10,0,0,11.84
1.69,2023-01-31T18:30:00.000,0,0,8,41.892042136,-87.63186395,8,3.25,0,0,4.94
5.48,2023-01-31T18:30:00.000,573,4.65,76,41.980264315,-87.913624596,,13.75,0,4,23.73
5,2023-01-31T18:30:00.000,529,2.34,28,41.879255084,-87.642648998,33,12.48,0,0,17.48
0,2023-01-31T18:30:00.000,1800,6.1,4,41.975170943,-87.687515515,77,20,0,0,20
0,2023-01-31T18:30:00.000,1260,0.7,16,41.953582125,-87.72345239,33,30,0,0,30
2.45,2023-01-31T18:30:00.000,460,1.35,6,41.944226601,-87.655998182,6,10,0,0,12.45
0,2023-01-31T18:30:00.000,1240,11.73,8,41.899602111,-87.633308037,76,31,0,0,31
0.88,2023-01-31T18:30:00.000,780,0,32,41.880994471,-87.632746489,8,8.75,0,0,9.63
2,2023-01-31T18:30:00.000,660,1.9,32,41.880994471,-87.632746489,8,9,0,0,11.5
2.1,2023-01-31T18:30:00.000,780,0,32,41.884987192,-87.620992913,28,8.5,0,1.5,12.1
4.15,2023-01-31T18:30:00.000,1177,6.32,8,41.899602111,-87.633308037,6,16.25,0,0,20.4
1,2023-01-31T18:30:00.000,594,2,28,41.874005383,-87.66351755,8,10,0,0,11
1,2023-01-31T18:30:00.000,686,2.55,8,41.899602111,-87.633308037,7,10,0,0,11
0,2023-01-31T18:30:00.000,9,0,8,41.899602111,-87.633308037,8,3.25,0,0,3.25
3.74,2023-01-31T18:30:00.000,1380,4.61,7,41.922686284,-87.649488729,24,18.68,0,0,22.42
3,2023-01-31T18:30:00.000,880,6.29,32,41.880994471,-87.632746489,6,16.45,0,0,19.45
2.52,2023-01-31T18:30:00.000,753,2.83,8,41.899602111,-87.633308037,24,10,0,0,12.52
12.05,2023-01-31T18:30:00.000,3000,17.4,76,41.97907082,-87.903039661,8,43.75,0,4,59.8
0,2023-01-31T18:30:00.000,2100,3.4,,,,,16.75,0,0,16.75
0,2023-01-31T18:30:00.000,739,3.33,76,41.980264315,-87.913624596,,12.5,0,4,16.5
1,2023-01-31T18:30:00.000,544,1.61,8,41.890922026,-87.618868355,28,8,0,0,9.5
2.45,2023-01-31T18:30:00.000,798,2.52,32,41.884987192,-87.620992913,7,10,0,0,12.45
4.38,2023-01-31T18:30:00.000,1069,5.29,32,41.884987192,-87.620992913,6,17,0,0,21.88
1.91,2023-01-31T18:30:00.000,1041,2.94,28,41.874005383,-87.66351755,24,10,0,0,11.91
0,2023-01-31T18:30:00.000,840,1.9,8,41.89321636,-87.63784421,8,9.75,0,0,9.75
0,2023-01-31T18:30:00.000,20,0.05,32,41.884987192,-87.620992913,32,3.25,0,0,3.25
0,2023-01-31T18:30:00.000,449,1.59,32,41.884987192,-87.620992913,8,7.75,0,0,7.75
0,2023-01-31T18:30:00.000,588,1.91,8,41.892507781,-87.626214906,28,8.75,0,0,8.75
2.45,2023-01-31T18:30:00.000,692,1.56,8,41.890922026,-87.618868355,8,10,0,0,12.45
2.55,2023-01-31T18:30:00.000,1066,3.06,8,41.899602111,-87.633308037,24,12.75,0,0,15.3
4.17,2023-01-31T18:30:00.000,702,5.41,32,41.878865584,-87.625192142,38,13.05,0,0,17.22
0,2023-01-31T18:30:00.000,368,1.02,32,41.884987192,-87.620992913,32,6.25,0,0,6.25
0,2023-01-31T18:30:00.000,960,1.3,8,41.892507781,-87.626214906,28,8.75,0,0,8.75
0,2023-01-31T18:30:00.000,824,2.15,32,41.884987192,-87.620992913,28,9.75,0,0,10.25
4.18,2023-01-31T18:30:00.000,1157,0,32,41.878865584,-87.625192142,6,16.34,0,0,20.52
0,2023-01-31T18:30:00.000,2180,10.3,56,41.79259236,-87.769615453,24,29.75,0,4,33.75
9.2,2023-01-31T18:30:00.000,1289,10.1,56,41.79259236,-87.769615453,,27,0,18.5,55.2
0,2023-01-31T18:30:00.000,1045,3.42,28,41.88528132,-87.6572332,33,13.03,0,0,13.03
9,2023-01-31T18:30:00.000,2546,16.23,76,41.97907082,-87.903039661,8,40.5,0,4,54
0,2023-01-31T18:30:00.000,3060,8.8,48,41.729676423,-87.572717134,39,26.75,0,0,26.75
0,2023-01-31T18:30:00.000,529,1.38,28,41.885300022,-87.642808466,8,10,0,0,10
2.45,2023-01-31T18:30:00.000,430,2.47,7,41.922686284,-87.649488729,8,10,0,0,12.45
2.45,2023-01-31T18:30:00.000,276,0.94,8,41.892507781,-87.626214906,8,10,0,0,12.45
8.62,2023-01-31T18:30:00.000,1780,8.01,56,41.79259236,-87.769615453,,24.25,0,4,37.37
0,2023-01-31T18:30:00.000,2976,2.03,22,41.92276062,-87.699155343,22,22,0,0,22
0,2023-01-31T18:30:00.000,442,0.87,8,41.899602111,-87.633308037,32,6.25,0,0,6.25
1.39,2023-01-31T18:30:00.000,614,1.95,32,41.884987192,-87.620992913,24,8.75,0,0,10.64
8.75,2023-01-31T18:30:00.000,1320,9.2,56,41.785998518,-87.750934289,33,24.75,0,4,37.5
3.5,2023-01-31T18:30:00.000,1920,0.2,8,41.899602111,-87.633308037,24,17,0,0,20.5
0,2023-01-31T18:30:00.000,3061,10.28,39,41.808916283,-87.596183344,27,38,0,0,38
0,2023-01-31T18:30:00.000,1166,8.66,69,41.763246799,-87.616134111,28,25.5,0,0,25.5
0,2023-01-31T18:30:00.000,595,2.03,32,41.880994471,-87.632746489,28,9,0,0,9
0,2023-01-31T18:30:00.000,1620,0.6,48,41.729676423,-87.572717134,33,28.25,0,0,28.25
2.45,2023-01-31T18:30:00.000,520,1.35,32,41.880994471,-87.632746489,28,10,0,0,12.45
0,2023-01-31T18:30:00.000,1585,12.71,41,41.794090253,-87.592310855,6,33.5,0,0,33.5
0,2023-01-31T18:30:00.000,230,0,76,41.97907082,-87.903039661,76,4.25,0,0,4.25
3.5,2023-01-31T18:30:00.000,1218,3.44,32,41.880994471,-87.632746489,7,13.5,0,0,17.5
4.45,2023-01-31T18:30:00.000,1073,7.7,28,41.874005383,-87.66351755,41,21.75,0,0,26.7
